Rec,State,Year,NO2 Mean,NO2 1st Max Value,NO2 AQI,O3 Mean,O3 1st Max Value,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 AQI,CO Mean,CO 1st Max Value,CO AQI,average_AQI,WEEK,REGION,Pneumonia and Influenza Deaths,All Deaths,<1 year (all cause deaths),1-24 years (all cause deaths),25-44 years,45-64 years (all cause deaths),65+ years (all cause deaths)
471,Ohio,2013,12.286605298645362,23.49445812807882,22.14408866995074,0.02300880172413802,0.032040024630542174,28.080049261083744,1.1469982592364552,3.281650246305434,5.043707162136609,0.24481670751231754,0.38276724137930884,3.7364824773358345,14.751081892626733,26.5,3.0,7.997596153846154,118.22115384615384,2.0961538461538463,1.9014423076923077,6.024038461538462,26.51923076923077,81.68028846153847
472,Ohio,2014,11.571156363357924,22.53982843137255,21.259191176470587,0.023084047181372514,0.03281188725490257,30.52267156862745,1.2307746464460767,3.6766850490196235,5.355379921537345,0.24613245373774678,0.39063602941176373,3.7943637286737877,15.232901598827294,27.026128266033254,3.0,7.199524940617577,119.22802850356294,2.3942992874109263,1.8764845605700713,6.154394299287411,26.883610451306414,81.91923990498812
473,Ohio,2015,11.598821177640612,23.28737997256516,21.920438957475994,0.023461818244170183,0.03337517146776433,31.17283950617284,1.1850888816872438,3.504526748971211,5.134369371146053,0.26407044650205946,0.4160514403292152,3.952349442436753,15.544999319307909,26.5,3.0,7.305288461538462,125.19711538461539,2.5336538461538463,2.262019230769231,6.8389423076923075,27.521634615384617,86.04086538461539
474,Ohio,2016,9.323696139414796,21.015490533562822,19.800344234079173,0.025620969018932935,0.03330292598967287,30.898450946643717,0.896656636833047,2.690877796901888,4.554696650591387,0.27337180808950057,0.4199913941480211,3.9806138974649503,14.808526432194807,20.0,3.0,6.993589743589744,126.05128205128206,2.326923076923077,2.298076923076923,7.756410256410256,28.490384615384617,85.17948717948718
475,Oklahoma,2000,4.2462440772200765,13.36936936936937,12.616473616473616,0.03455447361647358,0.047279279279279246,40.57014157014157,0.31839071428571397,1.623809523809522,2.393534284840071,0.038993302445302414,0.1347490347490341,1.7465158225576911,14.331666323503239,26.48,7.0,10.14,127.68,3.08,2.26,7.46,23.84,91.02
476,Oklahoma,2001,8.321282683896651,18.526838966202785,17.466202783300197,0.031229850894632233,0.04522664015904608,39.013916500994036,0.747607466202782,2.2588966202783407,2.904745444726765,0.028754212226640312,0.1265407554671946,1.6580888623097332,15.260738397832682,26.5,7.0,10.057692307692308,127.65384615384616,1.9423076923076923,2.480769230769231,7.961538461538462,23.75,91.48076923076923
477,Oklahoma,2002,6.566811315104157,15.250651041666666,14.369791666666666,0.029641832031250082,0.04204882812499991,36.06640625,0.6102789583333331,2.399479166666666,3.052661742607499,0.03931744661458352,0.1287760416666647,1.7568564901683368,13.811429037360625,26.5,7.0,11.192307692307692,126.53846153846153,2.5961538461538463,2.4038461538461537,7.230769230769231,25.423076923076923,88.88461538461539
478,Oklahoma,2003,6.023811938790558,13.649705014749262,12.88716814159292,0.034192314896755095,0.04706858407079628,40.50442477876106,0.6153956607669615,2.240781710914455,2.814744952016409,0.03184687684365789,0.10685840707964461,1.615294438550187,14.455408077730144,26.543478260869566,7.0,10.782608695652174,124.1304347826087,1.7173913043478262,2.9565217391304346,8.065217391304348,24.695652173913043,86.65217391304348
479,Oklahoma,2004,5.345439600547206,12.735978112175102,12.019151846785226,0.03139863839489291,0.044435476516188455,38.10077519379845,0.5577849726402176,1.965070679434571,2.6779070208621336,0.011567876880984942,0.06082991336069229,1.4137782769750646,13.55290308460522,26.5,7.0,4.923076923076923,118.76923076923077,1.7115384615384615,2.9038461538461537,7.230769230769231,24.78846153846154,82.13461538461539
480,Oklahoma,2005,8.120543562154694,18.998618784530386,17.915745856353592,0.03252012569060775,0.04725690607734788,40.65469613259668,0.4004754267955811,1.507458563535904,2.32636581538252,0.015788504143646423,0.09157458563535831,1.5014450974807763,15.599563225453393,26.5,7.0,6.615384615384615,127.01923076923077,1.9423076923076923,2.2115384615384617,8.653846153846153,28.0,86.17307692307692
481,Oklahoma,2006,7.341657629629613,17.3125,16.336805555555557,0.029807601851851925,0.041972222222222244,36.04050925925926,0.42132647685185143,1.5342592592592585,2.248712232700424,0.09095499884259269,0.21331018518518544,2.392277595506493,14.254576160755434,26.5,7.0,4.211538461538462,126.57692307692308,2.0961538461538463,2.4423076923076925,7.538461538461538,27.403846153846153,87.09615384615384
482,Oklahoma,2007,7.280983168346785,17.12298387096774,16.128528225806452,0.02590707106854835,0.039503528225806515,33.82711693548387,0.49547661592741965,1.7095262096774178,2.273994047529361,0.18795117187499946,0.3741834677419356,3.0824861781871182,13.8280313467517,26.5,7.0,6.365384615384615,130.3846153846154,2.5576923076923075,2.8461538461538463,7.134615384615385,28.576923076923077,89.26923076923077
483,Oklahoma,2008,6.072887452095802,13.858832335329339,12.946107784431138,0.026293717065868197,0.038781437125748365,33.041916167664674,0.535275020958084,1.657634730538919,2.1677984193086934,0.14789416317365237,0.26262200598802354,2.4688041948889263,12.656156641573357,27.0,7.0,8.264150943396226,131.64150943396226,1.6415094339622642,2.811320754716981,7.056603773584905,29.67924528301887,90.43396226415095
484,Oklahoma,2009,6.284818678290188,13.701912260967395,12.800899887514062,0.027852100112485897,0.038852643419572376,33.17660292463442,0.5919501214848161,1.7628796400449913,2.2251913413071795,0.21348804893138268,0.36381102362204754,2.9820844165168863,12.796194642493138,26.5,7.0,7.346153846153846,127.25,1.3076923076923077,2.4038461538461537,7.653846153846154,30.23076923076923,85.63461538461539
485,Oklahoma,2010,6.384834621649503,13.82835051546391,12.918556701030928,0.028505594845360832,0.03949278350515467,33.75360824742268,0.7515744788659788,1.94443298969072,2.3070168372727173,0.21428610773195816,0.37148556701030944,3.0477886872825284,13.006742618252215,26.5,7.0,8.076923076923077,124.63461538461539,1.0384615384615385,2.269230769230769,6.903846153846154,29.326923076923077,85.07692307692308
486,Oklahoma,2011,6.555571145001687,14.480996247014694,13.404298874104402,0.03293741078130316,0.04411122483793996,38.0992835209826,0.7866823957693606,1.713988399863527,2.1986307842323223,0.23321087751620773,0.3621985670419656,3.0354444496332476,14.184414407238144,26.5,7.0,10.423076923076923,110.01923076923077,1.6538461538461537,2.3076923076923075,6.596153846153846,27.26923076923077,72.15384615384616
487,Oklahoma,2012,6.3605100080808095,15.505319865319896,14.412121212121212,0.030073508417508447,0.0412828282828288,35.4040404040404,0.4521059912457913,1.2167340067340044,1.8664763333609953,0.1712129939393939,0.31542659932660266,2.7026421078695995,13.596320014348052,26.5,7.0,10.673076923076923,111.86538461538461,2.076923076923077,1.9038461538461537,6.923076923076923,27.826923076923077,73.09615384615384
488,Oklahoma,2013,6.7382747678231345,16.288333968738044,15.165459397636294,0.028498504765535525,0.03946282882196002,37.006099885627144,0.3286281437285548,0.8348455966450633,1.5757216808640249,0.16939934464353817,0.32044834159359514,2.6909316735452005,14.109553159418166,26.5,7.0,10.5,128.69230769230768,2.019230769230769,2.4038461538461537,6.769230769230769,33.07692307692308,84.42307692307692
489,Oklahoma,2014,6.065847646080759,15.266587490102934,14.225653206650831,0.028822607284243816,0.03901187648456116,36.48297703879652,0.16667000277118005,0.6336104513064086,1.475724091520629,0.15783785669042003,0.2863578780680929,2.5479404997167876,13.683073709171191,27.0,7.0,11.18867924528302,128.37735849056602,2.490566037735849,2.3207547169811322,7.39622641509434,33.43396226415094,82.73584905660377
490,Oklahoma,2015,7.716723250887579,18.739644970414155,17.363313609467454,0.025584310059171722,0.0374568047337277,35.054437869822486,0.6742404609467455,1.2637278106508891,1.7951143851298168,0.2354067668639051,0.40597633136094724,3.2228595826706004,14.35893136177259,26.5,7.0,13.634615384615385,130.90384615384616,2.25,2.230769230769231,8.365384615384615,31.942307692307693,86.09615384615384
491,Oklahoma,2016,8.16017034722223,20.680555555555554,19.083333333333332,0.025387166666666672,0.03788888888888885,35.25,1.483569493055555,2.1361111111111124,2.3609345692192463,0.2775332638888888,0.5278472222222221,3.7800285842824746,15.118574121708763,20.0,7.0,12.128205128205128,126.97435897435898,2.3333333333333335,2.3846153846153846,8.256410256410257,30.102564102564102,83.8974358974359
492,Oregon,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,26.0,9.0,8.627450980392156,128.9607843137255,2.0980392156862746,2.607843137254902,7.392156862745098,22.647058823529413,94.03921568627452
493,Oregon,2001,23.79784474513749,39.470149832327294,37.30869523809524,0.037660569684775325,0.04711234674714955,40.4685590878605,3.8539083019785383,5.925410046948357,7.086956768394112,0.6583676126760563,1.0121098832997988,9.798918303423115,23.66578234944324,26.862745098039216,9.0,8.470588235294118,135.19607843137254,2.4901960784313726,2.980392156862745,8.549019607843137,24.11764705882353,96.98039215686275
494,Oregon,2002,21.653389490274975,36.194999664654596,34.20169047619048,0.03448583936955066,0.04405919349429909,37.78991817572099,3.4007466039570766,5.194610093896713,6.238563536788223,0.5947502253521126,0.9294577665995977,9.02060160684623,21.812693448886478,27.0,9.0,8.96078431372549,136.19607843137254,2.156862745098039,3.196078431372549,8.764705882352942,26.11764705882353,95.86274509803921
495,Oregon,2003,19.508934235412465,32.91984949698189,31.094685714285717,0.03131110905432599,0.04100604024144864,35.111277263581485,2.9475849059356145,4.463810140845069,5.390170305182335,0.531132838028169,0.8468056498993964,8.242284910269344,19.95960454832972,27.0,9.0,7.433962264150943,130.58490566037736,2.150943396226415,3.0377358490566038,7.415094339622642,27.452830188679247,90.37735849056604
496,Oregon,2004,17.364478980549954,29.64469932930919,27.987680952380956,0.02813637873910132,0.03795288698859818,32.432636351441985,2.494423207914153,3.733010187793426,4.541777073576446,0.4675154507042253,0.7641535331991953,7.463968213692459,18.106515647772962,26.5,9.0,7.384615384615385,125.57692307692308,2.423076923076923,2.75,7.423076923076923,25.826923076923077,87.01923076923077
497,Oregon,2005,15.22002372568744,26.369549161636485,24.880676190476194,0.02496164842387665,0.03489973373574773,29.753995439302482,2.0412615098926907,3.0022102347417823,3.693383841970558,0.4038980633802816,0.6815014164989941,6.6856515171155735,16.253426747216203,26.5,9.0,8.23076923076923,128.34615384615384,2.6346153846153846,2.3653846153846154,8.0,26.48076923076923,88.82692307692308
498,Oregon,2006,13.07556847082493,23.094398993963782,21.77367142857143,0.02178691810865198,0.03184658048289728,27.07535452716298,1.5880998118712286,2.271410281690139,2.84499061036467,0.34028067605633794,0.5988492997987929,5.907334820538689,14.400337846659443,26.5,9.0,7.615384615384615,122.67307692307692,2.3461538461538463,2.576923076923077,6.653846153846154,26.98076923076923,84.01923076923077
499,Oregon,2007,10.931113215962416,19.81924882629108,18.666666666666668,0.01861218779342731,0.02879342723004682,24.396713615023476,1.1349381138497667,1.540610328638495,1.996597378758781,0.27666328873239426,0.5161971830985917,5.129018123961804,12.547248946102682,26.5,9.0,8.403846153846153,124.32692307692308,2.8461538461538463,2.4038461538461537,7.0,29.365384615384617,82.59615384615384
500,Oregon,2008,10.38609670132016,19.96039603960396,18.800330033003302,0.019939003300330004,0.029201320132013243,24.785478547854787,0.8960254785478555,1.6678217821782115,2.10769512772974,0.2922804009900994,0.512689768976898,5.085192268129366,12.694673994179299,25.88,9.0,7.86,120.06,2.1,2.08,6.9,27.58,81.38
501,Oregon,2009,9.744051491392808,18.928012519561815,17.812206572769952,0.0201121032863849,0.0297683881064163,25.28638497652582,1.5414119953051628,2.3795774647887318,2.3814546986737866,0.28433220109546126,0.4792253521126745,4.903666011285749,12.595928064813826,27.043478260869566,9.0,8.065217391304348,119.47826086956522,1.8478260869565217,2.152173913043478,6.543478260869565,27.97826086956522,80.8695652173913
502,Oregon,2010,8.839458403682691,17.940509915014164,16.905099150141645,0.019391233711048204,0.028645892351274915,24.322946175637394,1.3070182549575065,2.136756373937679,2.2637707684833073,0.30773571246458886,0.4949008498583566,4.938714940544741,12.107632758701772,26.88235294117647,9.0,7.294117647058823,115.7843137254902,1.5686274509803921,2.372549019607843,5.529411764705882,27.80392156862745,78.45098039215686
503,Oregon,2011,8.610180424040063,16.978297161936563,15.646076794657763,0.01951225375626039,0.028457429048414112,24.12687813021703,0.6762631894824701,1.5303839732888151,1.7559206267517231,0.29756401836393886,0.49334223706176894,4.886987384593293,11.603965734054952,26.19607843137255,9.0,7.666666666666667,123.01960784313725,1.6274509803921569,2.215686274509804,6.450980392156863,29.215686274509803,83.23529411764706
504,Oregon,2012,8.79287532200648,17.692071197411003,16.24271844660194,0.021622834951456324,0.031875404530744354,27.09223300970874,0.5973528665048548,1.220307443365698,1.4715620535388543,0.2775671779935269,0.46635760517799346,4.85356029674586,12.415018451648848,26.5,9.0,6.153846153846154,122.53846153846153,1.9230769230769231,2.3076923076923075,6.615384615384615,28.307692307692307,83.36538461538461
505,Oregon,2013,9.285951202229313,17.265445859872578,15.856687898089172,0.018453111464968117,0.028178343949044622,23.89968152866242,1.033534640127389,1.7554140127388551,1.8377188706525232,0.2649576393312091,0.4590501592356676,4.721531067032771,11.578904841109221,26.5,9.0,5.3076923076923075,127.3076923076923,1.5384615384615385,2.173076923076923,6.903846153846154,29.96153846153846,86.73076923076923
506,Oregon,2014,8.464245977307103,16.946142208774614,15.597579425113464,0.020904635400907715,0.03077307110438744,28.546142208774583,0.8326287798789691,1.363086232980331,1.541945689813483,0.24000477458396294,0.40124735249621774,4.358126870320469,12.5109485485055,27.0,9.0,5.528301886792453,122.47169811320755,1.4339622641509433,2.207547169811321,6.6415094339622645,28.50943396226415,83.67924528301887
507,Oregon,2015,8.946597512747864,17.857082152974566,16.39660056657224,0.020015624645892335,0.030593484419263586,28.400849858356942,0.43528906303116116,0.9864730878186947,1.3374251594181885,0.2587050864022659,0.4514192634560884,4.653758950622664,12.697158633742507,26.5,9.0,4.596153846153846,128.8653846153846,1.5576923076923077,2.1153846153846154,7.019230769230769,27.326923076923077,90.23076923076923
508,Oregon,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64864864864865,9.0,3.5675675675675675,130.21621621621622,1.5945945945945945,2.3783783783783785,6.621621621621622,29.594594594594593,90.02702702702703
509,Pennsylvania,2000,13.48135246932721,27.300956464379947,25.758575197889183,0.022753617744063277,0.03791705145118729,32.45959762532981,2.031868634234844,4.94981860158295,7.0482206139709795,0.24462686494063376,0.4480705804749329,3.894990343517402,17.290345945176846,27.508474576271187,2.0,7.206779661016949,104.46101694915254,1.9220338983050846,2.1050847457627118,6.820338983050847,19.857627118644068,73.73559322033898
510,Pennsylvania,2001,13.294985958846988,27.992204496011603,26.414793328498913,0.024351522661348924,0.04034717186366928,34.671319796954315,1.8947861588107375,4.85514865844799,6.990894583237491,0.25319453843364836,0.47289702683103985,4.030059880004165,18.026766897173722,26.611650485436893,2.0,5.802588996763754,98.44983818770227,1.7119741100323624,2.0388349514563107,6.343042071197411,19.06472491909385,69.23624595469256
511,Pennsylvania,2002,12.601029549239387,26.027381905524418,24.557566052842272,0.024008107926341105,0.039130024019214914,33.60688550840673,2.2844345923138443,5.143987189751633,7.173715051860879,0.22336583618895148,0.39676541232986573,3.6725573466903865,17.252680989950065,26.5,2.0,5.467948717948718,92.49038461538461,1.794871794871795,2.105769230769231,6.160256410256411,18.576923076923077,63.794871794871796
512,Pennsylvania,2003,12.230593772951226,24.944320047768322,23.533811016569636,0.023748932228691125,0.038512315270935626,32.91983878190775,2.211974360949394,5.010240334378078,7.0562956404463035,0.23352031004627752,0.4043290043290064,3.709241727418813,16.804796791585623,27.0,2.0,5.150943396226415,92.02830188679245,1.60062893081761,2.1446540880503147,5.946540880503145,18.70125786163522,63.61006289308176
513,Pennsylvania,2004,11.946862365112153,24.019122300178843,22.660475993946896,0.023099020773146284,0.03808047874535676,32.65497317375155,2.2938699715229065,5.239730361810318,7.2142245494499555,0.28886691319301233,0.46833126977576456,4.086743161832636,16.654104219745257,26.5,2.0,5.708333333333333,96.30128205128206,2.0416666666666665,2.2275641025641026,6.086538461538462,20.580128205128204,65.32051282051282
514,Pennsylvania,2005,11.58509915824963,24.343946047678795,22.95404642409034,0.02495272631744053,0.03952164366373892,33.896016311166875,2.662636220043918,5.4234316185694675,7.3731708065034525,0.1860394178168143,0.33927227101630686,3.3153415703110793,16.88464377801794,26.5,2.0,5.798076923076923,93.55448717948718,1.7115384615384615,2.3044871794871793,5.923076923076923,19.89423076923077,63.67948717948718
515,Pennsylvania,2006,11.119832724763528,24.053777374627447,22.6866658027731,0.02539539302837913,0.039427627316313926,33.65621355449009,2.7728775788518796,5.522573538939912,7.419617775194333,0.20415872631851864,0.34837372035765246,3.39524206666528,16.7894347997807,26.5,2.0,5.3173076923076925,92.34615384615384,1.9903846153846154,2.157051282051282,5.8173076923076925,20.541666666666668,61.81730769230769
516,Pennsylvania,2007,10.678967033108169,23.05837837837838,21.74445945945946,0.02649193959459455,0.04107189189189168,35.21256756756757,2.736582724594595,5.42006756756746,7.36626840091741,0.20097132202702728,0.3234594594594625,3.3148924503772497,16.909546969580422,26.5,2.0,5.269230769230769,88.74038461538461,1.8429487179487178,2.2435897435897436,5.493589743589744,19.83653846153846,59.31730769230769
517,Pennsylvania,2008,10.676045138529906,22.644412281608655,21.3089010648196,0.02483322402563828,0.03982828491677836,34.10141631344981,2.2111746087046282,4.604600434198177,6.752484776752141,0.17899259909025075,0.2974981908404914,3.1509583957750174,16.328440137699143,22.904580152671755,2.0,6.17175572519084,101.42748091603053,2.187022900763359,2.213740458015267,6.469465648854962,23.62213740458015,66.8969465648855
518,Pennsylvania,2009,10.240867778597098,20.908375874456457,19.6046511627907,0.02383851314048049,0.03707128001512571,31.678767252788806,2.271771606352806,4.403630175836552,6.556742532497638,0.21722787502363475,0.35157874834562297,3.4950811009810963,15.33381051226456,27.128205128205128,2.0,11.487179487179487,182.67521367521368,4.948717948717949,4.641025641025641,12.521367521367521,46.17948717948718,114.2991452991453
519,Pennsylvania,2010,10.34665234099673,22.056591639871318,20.64903536977492,0.026649814308681706,0.04068890675241149,34.91816720257235,2.17059898424437,4.128440514469362,6.327592735739346,0.25440468054662585,0.38307250803859166,3.6618890294007547,16.389171084371842,24.77777777777778,2.0,8.914529914529915,165.63247863247864,4.316239316239316,4.273504273504273,10.726495726495726,42.05128205128205,103.11965811965813
520,Pennsylvania,2011,10.625720591533035,21.56443466415183,20.21932306402599,0.024240266373258244,0.03642292780048166,31.07639107198994,1.750553469349275,3.4288483705332493,5.8602947840616695,0.21759670344755289,0.34784910405532443,3.4610751201168477,15.15427101004861,28.97972972972973,2.0,7.5,152.01351351351352,3.0337837837837838,3.722972972972973,10.033783783783784,39.2027027027027,96.00675675675676
521,Pennsylvania,2012,10.873013990149863,22.17271298333851,20.80655978203919,0.023607281358063323,0.035813999790421894,30.63166719061092,1.6918495109504361,3.260389814523616,5.720409757038354,0.20967035030912862,0.34614471340249475,3.428159312846536,15.14669901063375,29.513833992094863,2.0,4.8063241106719365,91.37154150197628,1.7470355731225296,2.1699604743083003,5.450592885375494,20.9802371541502,61.019762845849804
522,Pennsylvania,2013,9.284773173465299,19.184297029703046,17.966336633663367,0.02444801960396024,0.035655643564356,33.007722772277226,1.6830460335643649,3.0357722772276015,5.536364985850403,0.15673169267326814,0.2685688118811851,3.030338703077762,14.885190773717191,26.5,2.0,3.8346153846153848,59.853846153846156,0.7115384615384616,0.7423076923076923,2.4692307692307693,11.396153846153846,44.52307692307692
523,Pennsylvania,2014,8.852985625984777,19.465191233347625,18.258558945709783,0.026366954734278705,0.03786649477152247,35.30468414267297,1.8196211233347706,3.303323306116511,5.707954877802483,0.18086619724967865,0.3092061309267987,3.2350052591451783,15.626550806332602,27.0,2.0,2.9283018867924526,49.87169811320755,0.4188679245283019,0.5660377358490566,1.969811320754717,9.275471698113208,37.633962264150945
524,Pennsylvania,2015,6.611528133521712,15.274108089014483,14.424231720240197,0.027172420346167337,0.037693394560226086,35.26457082303073,1.0743710718827277,2.5219533733663035,5.224866478156945,0.16705649788060778,0.27495584599081213,3.0614314789605506,14.493775125097105,25.112068965517242,2.0,2.25,37.28448275862069,0.25,0.3793103448275862,1.5905172413793103,6.435344827586207,28.629310344827587
525,Pennsylvania,2016,7.192825663551412,16.14485981308411,15.242990654205608,0.027987174454828723,0.03583644859813072,33.26791277258567,0.921988176012461,2.1510903426791246,4.915199524712598,0.09238085903426763,0.19213395638629174,2.5643113808474665,13.997603583087834,20.09032258064516,2.0,1.632258064516129,35.50322580645161,0.22580645161290322,0.41935483870967744,1.5096774193548388,6.251612903225807,27.09032258064516
526,Rhode Island,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,25.12121212121212,1.0,3.696969696969697,58.09090909090909,1.3636363636363635,1.1818181818181819,2.757575757575758,8.93939393939394,43.84848484848485
527,Rhode Island,2001,24.06326151615327,39.940505634861005,37.75807438016529,0.03975343275732532,0.04925338467317805,42.358461307287754,3.9295909271224647,6.133631930879038,7.34931162548135,0.6734199331329827,1.020794154770849,9.87611744810062,24.335491190258754,28.02857142857143,1.0,2.8,60.34285714285714,1.3714285714285714,1.0285714285714285,2.9714285714285715,9.485714285714286,45.48571428571429
528,Rhode Island,2002,22.184223032306537,37.135711269722016,35.10044876033058,0.03867156551465063,0.0483412693463561,41.569722614575504,3.552111854244929,5.6110538617580765,6.7632732509627,0.6248548662659654,0.9468263095416981,9.174999896201241,23.152111130517504,27.307692307692307,1.0,1.8076923076923077,60.84615384615385,1.1923076923076923,1.4615384615384615,3.1538461538461537,11.73076923076923,43.30769230769231
529,Rhode Island,2003,20.305184548459806,34.33091690458302,32.44282314049587,0.03758969827197595,0.04742915401953415,40.78098392186326,3.174632781367393,5.088475792637116,6.17723487644405,0.5762897993989481,0.8728584643125472,8.473882344301861,21.96873107077626,30.176470588235293,1.0,3.676470588235294,57.3235294117647,1.7647058823529411,1.1176470588235294,2.9411764705882355,10.235294117647058,41.26470588235294
530,Rhode Island,2004,18.42614606461307,31.526122539444028,29.785197520661157,0.036507831029301274,0.046517038692712204,39.99224522915102,2.7971537084898577,4.565897723516153,5.591196501925401,0.5277247325319308,0.7988906190833962,7.772764792402482,20.785351011035015,26.6734693877551,1.0,3.9591836734693877,59.53061224489796,1.183673469387755,1.3061224489795917,2.877551020408163,11.285714285714286,42.87755102040816
531,Rhode Island,2005,16.54710758076634,28.721328174305036,27.127571900826446,0.03542596378662659,0.045604923365890254,39.203506536438766,2.4196746356123215,4.043319654395193,5.005158127406752,0.4791596656649135,0.7249227738542452,7.071647240503102,19.601970951293765,26.76086956521739,1.0,4.695652173913044,56.76086956521739,1.2608695652173914,1.1521739130434783,2.217391304347826,10.108695652173912,42.02173913043478
532,Rhode Island,2006,14.66806909691961,25.91653380916604,24.469946280991735,0.03434409654395191,0.044692808039068305,38.41476784372652,2.042195562734786,3.520741585274231,4.419119752888101,0.4305945987978962,0.6509549286250943,6.370529688603724,18.41859089155252,26.5,1.0,4.4423076923076925,60.82692307692308,1.5961538461538463,1.1153846153846154,3.0576923076923075,11.5,43.55769230769231
533,Rhode Island,2007,12.789030613072876,23.111739444027048,21.812320661157024,0.03326222930127723,0.04378069271224636,37.62602915101428,1.6647164898572502,2.9981635161532694,3.8330813783694513,0.3820295319308789,0.5769870833959434,5.669412136704344,17.235210831811273,26.058823529411764,1.0,3.0784313725490198,54.88235294117647,1.4509803921568627,0.8235294117647058,2.803921568627451,10.529411764705882,39.27450980392157
534,Rhode Island,2008,10.909992129226145,20.306945078888056,19.154695041322313,0.032180362058602544,0.04286857738542441,36.83729045830203,1.2872374169797145,2.4755854470323078,3.247043003850802,0.3334644650638616,0.5030192381667924,4.968294584804965,16.051830772070026,22.414634146341463,1.0,4.048780487804878,56.926829268292686,1.2439024390243902,1.024390243902439,2.317073170731707,11.731707317073171,40.609756097560975
535,Rhode Island,2009,9.030953645379412,17.502150713749064,16.497069421487602,0.031098494815927864,0.04195646205860246,36.048551765589785,0.9097583441021788,1.9530073779113462,2.6610046293321528,0.28489939819684434,0.4290513929376414,4.267177032905585,14.868450712328782,26.944444444444443,1.0,3.888888888888889,62.388888888888886,2.111111111111111,1.5,2.7222222222222223,12.944444444444445,43.111111111111114
536,Rhode Island,2010,7.151915161532681,14.697356348610072,13.839443801652891,0.030016627573253185,0.041044346731780514,35.259813072877535,0.5322792712246431,1.4304293087903845,2.0749662548135026,0.23633433132982706,0.3550835477084905,3.5660594810062056,13.685070652587534,22.32,1.0,4.4,62.28,1.64,1.36,2.68,11.56,45.04
537,Rhode Island,2011,5.272876677685949,11.892561983471074,11.181818181818182,0.028934760330578502,0.040132231404958564,34.47107438016529,0.15480019834710748,0.9078512396694229,1.4889278802948522,0.18776926446280975,0.28111570247933954,2.864941929106827,12.501690592846288,24.823529411764707,1.0,3.9411764705882355,66.6470588235294,1.8823529411764706,1.5294117647058822,3.2941176470588234,14.941176470588236,45.0
538,Rhode Island,2012,6.223441389721632,13.60492505353322,12.3982869379015,0.029780788008565255,0.039959314775160494,34.04496788008565,0.6020877708779435,1.705674518201282,1.8003579831236418,0.21555370770877932,0.3119164882226979,3.0482997431829384,12.822978136073433,33.2972972972973,1.0,2.4054054054054053,60.54054054054054,1.2162162162162162,1.054054054054054,2.72972972972973,12.675675675675675,42.86486486486486
539,Rhode Island,2013,7.349952706666655,15.93333333333334,14.617777777777778,0.029403943703703767,0.038651851851851715,36.105185185185185,0.6456946703703703,1.6626666666666683,1.7639035900476716,0.21824760888888872,0.3261925925925904,3.099491571305493,13.896589531079032,26.862745098039216,1.0,3.627450980392157,63.78431372549019,1.1372549019607843,0.6078431372549019,2.0588235294117645,12.588235294117647,47.3921568627451
540,Rhode Island,2014,7.194781617266169,15.705179856115127,14.38273381294964,0.02886430215827341,0.038002877697841615,35.35539568345324,0.5899500043165455,1.4012230215827308,1.5316155614534244,0.22598253021582687,0.33699999999999797,3.161221826525467,13.607741721095444,27.392156862745097,1.0,2.980392156862745,66.96078431372548,0.7254901960784313,1.0392156862745099,2.3529411764705883,14.03921568627451,48.80392156862745
541,Rhode Island,2015,7.628901853410721,16.8725689404935,15.521044992743105,0.028407137880986956,0.03794920174165461,35.404934687953556,0.3279452075471707,0.7750362844702507,1.083869168705587,0.23029506821480333,0.35277213352684966,3.2488818114750333,13.81468266521932,26.84313725490196,1.0,3.5098039215686274,67.13725490196079,0.9607843137254902,0.9803921568627451,3.235294117647059,13.627450980392156,48.333333333333336
542,Rhode Island,2016,7.732649225000008,17.332500000000024,15.858333333333333,0.03224584166666663,0.039324999999999964,36.49166666666667,0.36618164583333357,0.7883333333333347,1.0618273293306713,0.23404125833333392,0.33645833333333275,3.1674557032115027,14.144820758135543,20.0,1.0,3.210526315789474,68.3157894736842,1.0263157894736843,1.0,3.526315789473684,15.157894736842104,47.60526315789474
543,Tennessee,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,26.402912621359224,6.0,9.37864077669903,126.16990291262135,2.825242718446602,3.4174757281553396,8.883495145631068,26.281553398058254,84.7378640776699
544,Tennessee,2001,22.85852340625,37.77858567073171,35.68462164634146,0.03994908262195122,0.04877667225609756,41.91386097560975,3.9232565701219517,6.185349908536585,7.288977379374338,0.6559254756097561,0.9892757439024391,9.533455936336628,23.605228984415547,26.651960784313726,6.0,9.259803921568627,125.81372549019608,3.0245098039215685,2.9607843137254903,9.147058823529411,26.725490196078432,83.91666666666667
