Rec,State,Year,NO2 Mean,NO2 1st Max Value,NO2 AQI,O3 Mean,O3 1st Max Value,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 AQI,CO Mean,CO 1st Max Value,CO AQI,average_AQI,WEEK,REGION,Pneumonia and Influenza Deaths,All Deaths,<1 year (all cause deaths),1-24 years (all cause deaths),25-44 years,45-64 years (all cause deaths),65+ years (all cause deaths)
131,Florida,2013,4.458163887283249,11.84971098265896,11.15606936416185,0.025541719653179175,0.03610982658959526,33.676300578034684,-0.028147264450867075,0.15823699421965323,1.2519281919524738,0.29842378757225396,0.3920520231213872,4.779141657210227,12.715859947839808,26.645631067961165,5.0,4.004854368932039,69.18446601941747,0.9466019417475728,1.3349514563106797,3.6601941747572817,16.038834951456312,47.18446601941748
132,Florida,2014,4.7901380911764635,12.419117647058824,11.691176470588236,0.025899273529411782,0.03701176470588225,34.555882352941175,0.09092335,0.37808823529411834,1.4066842273145939,0.4406181867647059,0.5379411764705864,5.615660553957884,13.317350901200472,27.0,5.0,6.0,97.9245283018868,1.6132075471698113,1.919811320754717,5.183962264150943,22.12735849056604,66.75471698113208
133,Florida,2015,4.085530855029579,10.159763313609467,9.599112426035504,0.02566478698224853,0.036393491124260303,33.7914201183432,0.035125197485207135,0.28727810650887625,1.3404076871127162,0.5010958239644963,0.582396449704139,5.9062757938640775,12.659304006338873,26.5,5.0,6.543269230769231,104.4951923076923,1.6778846153846154,2.2403846153846154,5.610576923076923,24.129807692307693,70.53846153846153
134,Florida,2016,5.257303886363638,14.232954545454545,13.460227272727273,0.029427090909090927,0.03961363636363633,36.82954545454545,0.37306131818181787,0.5943181818181821,1.4767377032504436,0.5606258920454545,0.6664772727272719,6.311363248559311,14.51946841977062,20.0,5.0,7.358974358974359,107.9423076923077,1.6666666666666667,2.076923076923077,6.7756410256410255,24.871794871794872,72.41025641025641
135,Georgia,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,30.4,5.0,5.092307692307692,73.35384615384615,1.5846153846153845,1.9692307692307693,6.2153846153846155,15.307692307692308,48.15384615384615
136,Georgia,2001,24.973268270285715,41.66562714285714,39.38613,0.038416432285714286,0.04841466428571429,41.622194285714286,3.9770427294285717,6.295760428571429,7.434857342698852,0.689556016,1.0513629428571427,10.116517038316507,24.63992466668241,26.5,5.0,4.125,112.3076923076923,2.8846153846153846,3.5096153846153846,11.153846153846153,25.846153846153847,68.90384615384616
137,Georgia,2002,24.004236540571434,40.58595428571429,38.35656,0.035997564571428574,0.04666382857142857,40.09718857142857,3.647015458857143,5.935310857142857,6.934364685397704,0.657127032,1.0079638857142856,9.655799076633015,23.760978083364822,25.145833333333332,5.0,5.229166666666667,110.0625,3.1875,3.09375,10.895833333333334,25.895833333333332,66.89583333333333
138,Georgia,2003,23.03520481085715,39.50628142857143,37.32699,0.03357869685714286,0.044912992857142855,38.572182857142856,3.3169881882857144,5.574861285714285,6.433872028096556,0.6246980480000001,0.9645648285714283,9.195081114949522,22.882031500047233,27.097087378640776,5.0,5.009708737864078,117.7864077669903,3.5825242718446604,3.883495145631068,11.436893203883495,28.883495145631066,70.0
139,Georgia,2004,22.066173081142864,38.426608571428574,36.29742,0.031159829142857143,0.043162157142857135,37.047177142857144,2.9869609177142857,5.214411714285714,5.933379370795409,0.5922690640000001,0.9211657714285713,8.73436315326603,22.003084916729648,26.068627450980394,5.0,4.53921568627451,105.1470588235294,3.196078431372549,3.343137254901961,9.392156862745098,26.215686274509803,63.0
140,Georgia,2005,21.097141351428583,37.34693571428571,35.26785,0.02874096142857143,0.04141132142857142,35.522171428571426,2.656933647142857,4.853962142857143,5.432886713494261,0.5598400800000001,0.877766714285714,8.273645191582537,21.124138333412056,26.5,5.0,4.3076923076923075,100.125,2.7115384615384617,2.9711538461538463,8.951923076923077,24.971153846153847,60.27884615384615
141,Georgia,2006,20.128109621714298,36.26726285714286,34.23828,0.02632209371428572,0.03966048571428571,33.997165714285714,2.3269063765714284,4.493512571428571,4.932394056193113,0.5274110960000001,0.8343676571428568,7.812927229899044,20.24519175009447,26.29126213592233,5.0,4.388349514563107,105.41747572815534,3.058252427184466,3.3980582524271843,9.174757281553399,27.640776699029125,62.14563106796116
142,Georgia,2007,19.159077892000013,35.18759,33.208709999999996,0.023903226000000003,0.03790964999999999,32.47216,1.9968791059999997,4.133063,4.431901398891965,0.49498211200000014,0.7909685999999996,7.352209268215551,19.366245166776878,26.84313725490196,5.0,4.03921568627451,90.37254901960785,2.5980392156862746,3.127450980392157,8.107843137254902,22.931372549019606,53.6078431372549
143,Georgia,2008,18.190046162285732,34.10791714285715,32.179140000000004,0.02148435828571429,0.036158814285714276,30.947154285714284,1.666851835428571,3.772613428571429,3.9314087415908174,0.46255312800000015,0.7475695428571424,6.891491306532059,18.487298583459292,25.97029702970297,5.0,3.910891089108911,91.56435643564356,3.267326732673267,2.762376237623762,7.712871287128713,23.475247524752476,54.34653465346535
144,Georgia,2009,17.221014432571447,33.02824428571429,31.14957,0.01906549057142858,0.03440797857142856,29.422148571428572,1.3368245648571424,3.4121638571428576,3.4309160842896693,0.43012414400000015,0.7041704857142852,6.430773344848566,17.6083520001417,25.51063829787234,5.0,4.8936170212765955,106.17021276595744,3.106382978723404,2.723404255319149,8.074468085106384,27.329787234042552,64.93617021276596
145,Georgia,2010,16.251982702857163,31.94857142857143,30.12,0.016646622857142863,0.03265714285714284,27.897142857142857,1.0067972942857137,3.051714285714286,2.930423426988522,0.39769516000000016,0.660771428571428,5.970055383165073,16.729405416824115,26.848484848484848,5.0,6.7727272727272725,105.4090909090909,1.7121212121212122,3.212121212121212,8.212121212121213,26.772727272727273,65.46969696969697
146,Georgia,2011,12.820906146031772,29.764761904761908,27.865079365079364,0.0217742936507937,0.038576190476190396,32.9984126984127,0.8148406825396836,2.669444444444438,2.547859561183651,0.3229459404761901,0.5294039682539673,5.258523508385997,17.167468783265427,24.753424657534246,5.0,6.342465753424658,111.42465753424658,2.835616438356164,3.6027397260273974,8.58904109589041,29.63013698630137,66.76712328767124
147,Georgia,2012,11.224308695557175,26.06860888565184,24.17115804806992,0.021240526584122385,0.03789075018208293,32.454479242534596,0.4283125360524412,1.2785142024763299,1.394390833910039,0.3260136591405683,0.5340058266569547,5.312778493916468,15.833201654607755,28.05263157894737,5.0,6.684210526315789,103.6,2.305263157894737,2.4210526315789473,7.578947368421052,26.821052631578947,64.16842105263157
148,Georgia,2013,9.387422903367487,22.165007320644317,20.455344070278183,0.019573105417276773,0.03360614934114202,31.398243045387993,0.3205189326500749,0.7961932650073228,1.0424905602219474,0.2967461822840407,0.47663177159589964,4.995490064494899,14.472891935095756,26.5,5.0,6.769230769230769,104.3076923076923,1.9134615384615385,2.894230769230769,7.788461538461538,27.557692307692307,64.125
149,Georgia,2014,10.124831834074056,23.84800000000004,22.035555555555554,0.019614413333333386,0.03508740740740738,32.66222222222222,0.3361898281481501,0.7765925925925915,0.9697601313224681,0.3062182644444449,0.4983014814814799,5.084760537276307,15.188074611594136,27.0,5.0,5.9245283018867925,95.75471698113208,1.6886792452830188,2.547169811320755,7.69811320754717,25.27358490566038,58.54716981132076
150,Georgia,2015,9.576787374622391,22.263746223564947,20.583081570996978,0.01868367975830814,0.033226586102719044,31.03021148036254,0.25589943353474376,0.5783987915407899,0.8769145793407079,0.3119379108761327,0.50953172205438,5.155288005867816,14.41137390914201,26.5,5.0,6.288461538461538,111.01923076923077,1.9711538461538463,2.8461538461538463,8.442307692307692,28.278846153846153,69.48076923076923
151,Georgia,2016,11.908039701612898,27.333870967741937,25.274193548387096,0.019790024193548375,0.031983870967741905,29.60483870967742,0.26780460887096796,0.6137096774193544,0.8192632472522551,0.3142448266129034,0.5265443548387095,5.237190346528063,15.233871462961208,19.844155844155843,5.0,6.415584415584416,111.88311688311688,1.844155844155844,3.064935064935065,8.558441558441558,29.207792207792206,69.20779220779221
152,Hawaii,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,26.5,9.0,5.884615384615385,72.98076923076923,1.7692307692307692,1.0961538461538463,3.5576923076923075,12.807692307692308,53.69230769230769
153,Hawaii,2001,23.84473627019456,39.68921128976553,37.53251978203308,0.03957516435780345,0.048504343796768906,41.68433815572355,3.9971290600176523,6.200342104455275,7.405345687891498,0.6847645671169265,1.0289880379139638,9.974538565771176,24.149185547854827,26.5,9.0,4.923076923076923,69.46153846153847,1.3076923076923077,1.1153846153846154,3.480769230769231,11.576923076923077,51.96153846153846
154,Hawaii,2002,21.747172540389116,36.63312257953106,34.64933956406616,0.0383150287156069,0.04684318759353782,40.2214763114471,3.6871881200353047,5.744474208910549,6.875341375782996,0.647544134233853,0.9632140758279274,9.371842131542353,22.77949984570965,26.5,9.0,5.346153846153846,78.90384615384616,1.5192307692307692,1.1346153846153846,3.8653846153846154,13.711538461538462,58.65384615384615
